,Date,Area,Region,Trigger,Depth,Width
43,2015-01-08,Avalanche: Bonkers,Salt Lake,Natural,,50'
44,2015-01-07,Avalanche: Snake Creek,Salt Lake,Natural,"12""",70'
45,2015-01-07,Avalanche: Charlies Hollow,Logan,Natural,,
46,2015-01-06,Avalanche: Toledo Bowl,Salt Lake,Natural,,
47,2015-01-06,Avalanche: South Hollow,Logan,Natural,"6""",20'
48,2015-01-06,Avalanche: Murdock Peak,Salt Lake,Skier,2',300'
49,2015-01-05,Avalanche: White Pine Canyon,Logan,Natural,"12""",100'
50,2015-01-05,Avalanche: Pfeifferhorn,Salt Lake,Natural,,100'
1,2015-01-05,Avalanche: North Ogden Canyon,Ogden,Natural,2',
2,2015-01-04,Avalanche: Tower Mountain,Uintas,Natural,"18""",80'
3,2015-01-04,Accident: 10420,Salt Lake,Skier,2',200'
4,2015-01-03,Avalanche: Snake Creek,Salt Lake,Unknown,"3""",125'
5,2015-01-02,Avalanche: North Ogden Divide,Ogden,Unknown,,200'
6,2015-01-01,Avalanche: Timpanogos,,Natural,2.5',"1,000'"
7,2015-01-01,Avalanche: Currant Creek Peak,Uintas,Snowmobiler,4',"1,000'"
8,2014-12-31,Avalanche: Moab,Moab,Natural,4',50'
9,2014-12-31,Avalanche: Moab,Moab,Unknown,3',70'
10,2014-12-31,Avalanche: Skyline Summit,Skyline,Snowmobiler,2',50'
11,2014-12-30,Avalanche: GE Hill/Skyline Summit,Skyline,Natural,"2""",100'
12,2014-12-29,Avalanche: Kessler Slabs,Salt Lake,Skier,3',250'
13,2014-12-28,Avalanche: Naomi Trail,Logan,Natural,"12""",50'
14,2014-12-27,Avalanche: Wilson Glade,Salt Lake,Skier,3',100'
15,2014-12-26,Avalanche: Dutch Draw,Salt Lake,Skier,2.5',300'
16,2014-12-26,Avalanche: Dutch Draw,Salt Lake,Skier,2.5',300'
17,2014-12-25,Avalanche: Rock Canyon,Provo,,,
18,2014-12-25,Avalanche: Moonlight,Salt Lake,Natural,,
19,2014-12-25,Avalanche: Dutch Draw,Salt Lake,Unknown,,200'
20,2014-12-24,Avalanche: Rodeo Grounds,Logan,Snowmobiler,3',200'
21,2014-12-24,Accident: Jaws,Salt Lake,Skier,2',100'
22,2014-12-23,Avalanche: Currant Creek Peak,Uintas,Snowmobiler,6',200'
23,2014-12-23,Avalanche: Tower Mountain,Uintas,Snowmobiler,8',300'
24,2014-12-23,Avalanche: Snake Creek,Salt Lake,Snowmobiler,,
25,2014-12-22,Avalanche: Soapstone,Uintas,Natural,"10""",150'
26,2014-12-22,Avalanche: Weber Canyon,Uintas,Natural,,
27,2014-12-22,Avalanche: East Bowl,Salt Lake,Skier,2',40'
28,2014-12-22,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,,
29,2014-12-22,Avalanche: West Willow,Salt Lake,Skier,"12""","1,500'"
30,2014-12-22,Avalanche: Murdock Peak,Salt Lake,Skier,"22""",
31,2014-12-22,Avalanche: Ogden,Ogden,Natural,3',250'
32,2014-12-22,Avalanche: Guardsman Pass area,Salt Lake,Snowmobiler,,
33,2014-12-22,Avalanche: Soapstone,Uintas,Snowmobiler,"18""",150'
34,2014-12-22,Avalanche: South Monitor Bowl,Salt Lake,Natural,"18""",250'
35,2014-12-22,Avalanche: No Name Bowl,Salt Lake,Natural,"16""",125'
36,2014-12-22,Avalanche: South Monitor Bowl,Salt Lake,Natural,"14""",200'
37,2014-12-22,Avalanche: Pointy Peak,Salt Lake,Unknown,"20""",200'
38,2014-12-22,Avalanche: Dry Creek,Provo,Natural,2',"1,000'"
39,2014-12-21,Avalanche: Bear Trap,Salt Lake,Natural,"12""",60'
40,2014-12-21,Avalanche: Twin Lakes Pass,Salt Lake,Natural,"12""",80'
41,2014-12-21,Avalanche: Twin Lakes Pass,Salt Lake,Natural,"7""",50'
42,2014-12-21,Avalanche: Skyline,Skyline,Natural,3',500'
43,2014-12-21,Avalanche: Electric Lake,Skyline,Natural,2',400'
44,2014-12-21,Avalanche: Twin Lakes Pass,Salt Lake,Snowboarder,"10""",80'
45,2014-12-21,Avalanche: Reed and Benson Ridge,Salt Lake,Natural,,
46,2014-12-21,Avalanche: White Pine,Salt Lake,Skier,"12""",50'
47,2014-12-21,Avalanche: Dutch Draw,Salt Lake,Natural,2',200'
48,2014-12-19,Avalanche: No Name Bowl,Salt Lake,Skier,"10""",20'
49,2014-12-16,Avalanche: Uintas,Uintas,Natural,,
50,2014-12-15,Avalanche: Little Superior,Salt Lake,Skier,"6""",20'
1,2014-12-12,Avalanche: Steep Hollow,Logan,Skier,"6""",45'
2,2014-12-11,Avalanche: Mongo no,Salt Lake,Skier,"14""",50'
3,2014-11-29,Avalanche: Birthday Chutes,Salt Lake,Snowboarder,2.5',50'
4,2014-11-27,Avalanche: Pioneer Ridge,Salt Lake,Skier,2',50'
5,2014-11-26,Avalanche: Rocky Point,Salt Lake,Skier,,
6,2014-11-26,Avalanche: Catherine's Pass,Salt Lake,Skier,2',
7,2014-11-26,Avalanche: Hide A Way Park,Salt Lake,Unknown,,
8,2014-11-26,Avalanche: Grizzly Gulch,Salt Lake,Skier,6',150'
9,2014-11-26,Avalanche: Cardiac Ridge,Salt Lake,Natural,3',60'
10,2014-11-26,Avalanche: Sunset Peak,Salt Lake,Skier,2.5',900'
11,2014-11-24,Avalanche: Scotts Bowl,Salt Lake,Skier,2.5',200'
12,2014-11-23,Avalanche: Days Fork,Salt Lake,,"20""",500'
13,2014-11-23,Avalanche: West Monitor,Salt Lake,Skier,"18""",700'
14,2014-11-23,Avalanche: Skyline Summit,Skyline,Natural,2',45'
15,2014-11-23,Avalanche: No Name Bowl,Salt Lake,Skier,"18""",800'
16,2014-11-23,Avalanche: South Monitor Bowl,Salt Lake,Skier,"18""",200'
17,2014-11-23,Avalanche: Scotts Peak,Salt Lake,Skier,,200'
18,2014-11-23,Avalanche: Patsy Marly,Salt Lake,Skier,"2""",150'
19,2014-11-23,Avalanche: Park City Ridgeline,Salt Lake,Skier,3',70'
20,2014-11-23,Avalanche: 10420,Salt Lake,Snowboarder,"18""",200'
21,2014-11-23,Avalanche: Scotts Bowl,Salt Lake,Skier,3',500'
22,2014-11-23,Avalanche: Twin Lakes area,Salt Lake,Skier,2.5',
23,2014-11-23,Avalanche: Cardiff Peak,Salt Lake,Skier,"18""",
24,2014-11-18,Avalanche: Cardiac Ridge,Salt Lake,Natural,"18""",100'
25,2014-11-15,Avalanche: Murdock Bowl,Uintas,Skier,"18""",25'
26,2014-11-15,Avalanche: Davenport Hill,Salt Lake,Skier,"18""",200'
27,2014-11-15,Avalanche: Rocky Point,Salt Lake,Natural,"18""",50'
28,2014-11-15,Avalanche: Catherine's Pass,Salt Lake,Natural,"12""",20'
29,2014-11-15,Avalanche: Catherine's Pass,Salt Lake,Skier,"18""",50'
30,2014-11-15,Avalanche: Gunsight,Salt Lake,Skier,,
31,2014-11-15,Avalanche: Catherine's Pass,Salt Lake,Skier,"12""",60'
32,2014-11-15,Avalanche: Corner Chute,Salt Lake,Skier,"12""",350'
33,2014-11-15,Avalanche: Pioneer Bowl,Salt Lake,Natural,"10""",800'
34,2014-11-15,Avalanche: Devils Castle,Salt Lake,Natural,"14""",250'
35,2014-11-15,Avalanche: Sugarloaf,Salt Lake,Natural,"16""",400'
36,2014-11-15,Avalanche: Mt Baldy,Salt Lake,Natural,,
37,2014-05-27,Avalanche: Big Cottonwood Canyon,Salt Lake,,4',300'
38,2014-05-19,Avalanche: Big Willow,Salt Lake,Natural,6',300'
39,2014-05-18,Avalanche: Park City Ridgeline,Salt Lake,Natural,4',300'
40,2014-05-02,Avalanche: Deseret Peak,Salt Lake,Natural,,
41,2014-04-29,Avalanche: Red Pine Gulch,Salt Lake,Skier,"8""",175'
42,2014-04-29,Avalanche: Wolverine Cirque,Salt Lake,Skier,"12""",40'
43,2014-04-28,Avalanche: Patsy Marly,Salt Lake,Skier,"18""",250'
44,2014-04-28,Avalanche: Brighton,Salt Lake,Skier,"15""",60'
45,2014-04-28,Avalanche: Scotties Bowl,Salt Lake,Skier,"15""",150'
46,2014-04-28,Avalanche: Cardiff Bowl,Salt Lake,Skier,"14""",40'
47,2014-04-28,Avalanche: Days Fork,Salt Lake,Skier,"14""",400'
48,2014-04-28,Avalanche: Patsy Marly,Salt Lake,,"15""",50'
49,2014-04-28,Avalanche: Park City Ski Resort,Salt Lake,Skier,"6""",50'
50,2014-04-28,Avalanche: West Bowl,Salt Lake,Unknown,"18""",50'
1,2014-04-27,Avalanche: Little Superior,Salt Lake,Skier,"8""",100'
2,2014-04-27,Accident: Hogum,Salt Lake,Skier,,
3,2014-04-27,Avalanche: Tuscarora,Salt Lake,Skier,,100'
4,2014-04-27,Avalanche: Mendon Peak,Logan,Snowboarder,"8""",100'
5,2014-04-27,Avalanche: Monitors,Salt Lake,Unknown,3',100'
6,2014-04-26,Avalanche: Dog Leg Trees,Logan,Natural,"12""",50'
7,2014-04-12,Avalanche: Oquirrh Mountains,Salt Lake,Natural,"18""",300'
8,2014-04-11,Avalanche: Superior,Salt Lake,Natural,,
9,2014-04-11,Avalanche: White Limbo,Provo,Natural,3',70'
10,2014-04-11,Avalanche: Stairs Gulch,Salt Lake,Natural,3',50'
11,2014-04-11,Avalanche: Davis Canyon,Provo,Natural,"12""",40'
