,Date,Area,Region,Trigger,Depth,Width
35,2022-02-23,Avalanche: Eliza Fork,Skyline,Natural,2',800'
36,2022-02-23,Avalanche: South Fork Twin Creek,Skyline,Natural,2',400'
37,2022-02-23,Avalanche: Jordan Canyon,Skyline,Natural,3',600'
38,2022-02-23,Avalanche: Black Canyon,Skyline,Natural,2',600'
39,2022-02-23,Avalanche: Bacon Rind Canyon,Skyline,Natural,"20""",350'
40,2022-02-23,Avalanche: North Fork Coal Fork,Skyline,Natural,2',"2,500'"
41,2022-02-23,Avalanche: Staker,Skyline,Natural,2',"1,000'"
42,2022-02-23,Avalanche: Mollys Nipple,Skyline,Natural,2',800'
43,2022-02-23,Avalanche: Cherry Creek Canyon,Logan,Skier,"10""",150'
44,2022-02-23,Avalanche: Franklin Basin,Logan,Snowmobiler,"18""",60'
45,2022-02-23,Avalanche: Poulson Ridge,Skyline,Natural,2',"1,500'"
46,2022-02-22,Avalanche: Kessler Slabs,Salt Lake,Skier,"12""",20'
47,2022-02-22,Avalanche: Mill B South,Salt Lake,Skier,"18""",20'
48,2022-02-22,Avalanche: Broads Fork,Salt Lake,Snowboarder,"10""",40'
49,2022-02-22,Avalanche: Davis Canyon,Provo,Natural,"18""",400'
50,2022-02-20,Avalanche: Big Horseshoe,Skyline,Natural,"6""",40'
1,2022-02-20,Avalanche: Wolf Creek Bowl,Uintas,Skier,"4""",30'
2,2022-02-19,Avalanche: Mill B South,Salt Lake,Snowboarder,"12""",30'
3,2022-02-18,Avalanche: Red Baldy,Salt Lake,Skier,"12""",30'
4,2022-02-17,Avalanche: BBQ Bowl,Skyline,Natural,"6""",60'
5,2022-02-17,Avalanche: Superior,Salt Lake,Skier,"6""",20'
6,2022-02-13,Avalanche: Belicosity Bowl,Logan,Natural,,40'
7,2022-02-12,Avalanche: Santaquin Peak,Provo,Skier,"10""",5'
8,2022-02-12,Avalanche: Salt Lake,Salt Lake,Skier,,
9,2022-02-04,Avalanche: Brighton Hill,Salt Lake,Skier,"4""",5'
10,2022-01-31,Avalanche: Lambs Canyon,Salt Lake,Skier,"12""",125'
11,2022-01-30,Avalanche: Catchers Mit,Salt Lake,Skier,"10""",20'
12,2022-01-24,Avalanche: Kessler Slabs,Salt Lake,Unknown,"10""",60'
13,2022-01-23,Avalanche: Cardiff Pass,Salt Lake,Unknown,"8""",
14,2022-01-22,Avalanche: Middle Fork Weber River,Uintas,Natural,2',50'
15,2022-01-22,Avalanche: Middle Fork Weber River,Uintas,Natural,"10""",40'
16,2022-01-17,Avalanche: Mill creek,Uintas,Unknown,2.5',350'
17,2022-01-15,Avalanche: Broads Fork,Salt Lake,Natural,2.5',50'
18,2022-01-10,Avalanche: White Pine Chutes,Salt Lake,Natural,,30'
19,2022-01-09,Avalanche: Gobblers Knob,Salt Lake,Snowboarder,"5""",30'
20,2022-01-09,Avalanche: Limber Pine,Salt Lake,Natural,,
21,2022-01-09,Avalanche: Monte Cristo,Salt Lake,,,
22,2022-01-07,Avalanche: Alexander Basin,Salt Lake,Natural,,
23,2022-01-07,Avalanche: Red Baldy,Salt Lake,Natural,5.5',250'
24,2022-01-07,Avalanche: Red Baldy,Salt Lake,Natural,5',200'
25,2022-01-07,Avalanche: Lake Peak,Salt Lake,Natural,4',500'
26,2022-01-07,Avalanche: The Cone,Salt Lake,Skier,"8""",100'
27,2022-01-07,Avalanche: East Faces-Wellsville Range,Logan,Natural,,
28,2022-01-07,Avalanche: Chalk Creek,Uintas,Natural,4',200'
29,2022-01-07,Avalanche: White Pine,Salt Lake,Natural,,
30,2022-01-06,Avalanche: White Pine,Salt Lake,Unknown,5',"1,000'"
31,2022-01-06,Avalanche: Salt Lake,Salt Lake,Natural,3',
32,2022-01-06,Avalanche: Silver Fork Headwall,Salt Lake,Natural,3',800'
33,2022-01-06,Avalanche: Wilson Glade,Salt Lake,Unknown,,
34,2022-01-06,Avalanche: Lanes Leap,Salt Lake,Unknown,2',200'
35,2022-01-06,Avalanche: Dugway,Logan,Natural,"15""",30'
36,2022-01-06,Avalanche: Cascade Ridge,Provo,Natural,6',
37,2022-01-06,"Avalanche: West Ridge, Amazon Basin",Logan,Natural,,150'
38,2022-01-06,Avalanche: Upper Weber Canyon,Uintas,Natural,4.5',900'
39,2022-01-05,Avalanche: Pfeifferhorn,Salt Lake,Natural,,"2,500'"
40,2022-01-05,Avalanche: Flagstaff Gully,Salt Lake,Skier,"8""",60'
41,2022-01-05,Avalanche: Hide A Way Park,Salt Lake,Natural,5',
42,2022-01-05,Avalanche: Hide A Way Park,Salt Lake,Unknown,,
43,2022-01-03,Avalanche: Wooley Hole,Provo,Skier,"12""",50'
44,2022-01-03,Avalanche: Niotche Creek,Southwest,Snowmobiler,5',350'
45,2022-01-02,Avalanche: Red Baldy,Salt Lake,Natural,,
46,2022-01-02,Avalanche: Little Water,Salt Lake,Unknown,6',800'
47,2022-01-02,Avalanche: Grandview Peak,Salt Lake,,,
48,2022-01-02,Avalanche: West Monitor,Salt Lake,Natural,6',700'
49,2022-01-02,Avalanche: Box Elder,Provo,Natural,,
50,2022-01-01,Avalanche: High Ivory,Salt Lake,Natural,,
1,2022-01-01,Avalanche: Grandview Peak,Salt Lake,Snowmobiler,,200'
2,2022-01-01,Avalanche: Corral Mtn,Provo,Natural,,70'
3,2022-01-01,Avalanche: Mill B South,Salt Lake,Natural,"5""",30'
4,2022-01-01,Avalanche: Gobblers,Salt Lake,Unknown,,
5,2022-01-01,Avalanche: Elderberry,Skyline,Snowmobiler,5',250'
6,2022-01-01,Avalanche: Moab,Moab,Natural,2',100'
7,2022-01-01,Avalanche: Wilson Glade,Salt Lake,Unknown,2',300'
8,2022-01-01,Avalanche: UFO Bowls,Provo,Unknown,,
9,2022-01-01,Avalanche: Kessler Peak,Salt Lake,Natural,4',200'
10,2022-01-01,Avalanche: High Ivory,Salt Lake,Natural,,
11,2022-01-01,Avalanche: Moab,Moab,Natural,2.5',900'
12,2021-12-31,Avalanche: Julie's Backside,Moab,Natural,3.5',
13,2021-12-31,Avalanche: Timpanogos,Provo,Natural,4',500'
14,2021-12-31,Avalanche: Diving Board,Salt Lake,,,
15,2021-12-31,Avalanche: Reynolds East Face,Salt Lake,Natural,"6""",30'
16,2021-12-31,Avalanche: Porter Fork,Salt Lake,,2',100'
17,2021-12-31,Avalanche: Spire,Salt Lake,,,
18,2021-12-31,Avalanche: Timpanogos,Provo,Natural,3',600'
19,2021-12-31,Avalanche: Provo,Provo,Unknown,,
20,2021-12-31,Avalanche: Moab,Moab,Natural,7',250'
21,2021-12-31,Avalanche: Moab,Moab,Natural,5',500'
22,2021-12-31,Avalanche: Moab,Moab,Natural,"5""","3,500'"
23,2021-12-31,Avalanche: Moab,Moab,Natural,4.5',"1,500'"
24,2021-12-31,Avalanche: Moab,Moab,Natural,5',40'
25,2021-12-31,Avalanche: Brianhead Backcountry,Southwest,Natural,,50'
26,2021-12-31,Avalanche: Moab,Moab,Natural,3',350'
27,2021-12-31,Avalanche: Moab,Moab,Natural,,"1,500'"
28,2021-12-31,Avalanche: Scotts Peak,Salt Lake,Unknown,5',
29,2021-12-31,Avalanche: Moab,Moab,Natural,7',50'
30,2021-12-31,Avalanche: Timpanogos,Provo,Natural,3.5',350'
31,2021-12-31,Avalanche: East Kessler,Salt Lake,Natural,,700'
32,2021-12-31,Avalanche: East Kessler,Salt Lake,Natural,2.5',
33,2021-12-31,Avalanche: White Mountain,Skyline,Natural,5',
34,2021-12-30,Avalanche: Two Dogs,Salt Lake,Natural,,100'
35,2021-12-30,Avalanche: Timpanogos,Provo,Natural,6',700'
36,2021-12-30,Avalanche: Lower Weber Drainage,Uintas,Natural,3',700'
37,2021-12-30,Avalanche: Scout Cabin Hill,Southwest,Snowmobiler,5',800'
38,2021-12-30,Avalanche: Timpanogos,Provo,Unknown,,
39,2021-12-30,Avalanche: Butler Basin,Salt Lake,Natural,4',450'
40,2021-12-30,Avalanche: Pointy Peak,Salt Lake,Natural,,150'
41,2021-12-29,Avalanche: Lost Creek,Southwest,Natural,12',70'
42,2021-12-29,Avalanche: Pleasant Creek,Skyline,Natural,,
43,2021-12-29,Avalanche: Red Cliffs,Salt Lake,Snowboarder,5',250'
44,2021-12-28,Avalanche: Big Mac,Salt Lake,Explosive,3',400'
45,2021-12-27,Avalanche: Toots to Boot,Salt Lake,Skier,2',80'
46,2021-12-27,"Avalanche: Providence Peak, East Face",Logan,Natural,3',500'
47,2021-12-27,Avalanche: Black Mountain,Skyline,Natural,4.5',100'
48,2021-12-27,Avalanche: Emma Ridges,Salt Lake,Skier,"18""",40'
49,2021-12-27,Avalanche: Scotties Bowl,Salt Lake,Natural,4',100'
50,2021-12-27,Avalanche: Wedding Ring Ridge,Skyline,Natural,,350'
1,2021-12-27,Avalanche: Emma Ridges,Salt Lake,Skier,"18""",40'
2,2021-12-27,Avalanche: Scotties Bowl,Salt Lake,Natural,4',100'
3,2021-12-26,Avalanche: 10420,Salt Lake,Natural,3',100'
4,2021-12-26,"Avalanche: Cornice Ridge, Nose",Logan,Natural,6',250'
5,2021-12-26,"Avalanche: Wilderness Peak, ID",Logan,Natural,2',80'
6,2021-12-24,Avalanche: Timpanogos,Provo,Natural,6',250'
7,2021-12-24,Avalanche: Red Pine Gulch,Salt Lake,Skier,2',80'
8,2021-12-24,Avalanche: Ephraim Canyon,Skyline,Natural,,
9,2021-12-24,Avalanche: South Fork,Skyline,Natural,3',"1,000'"
10,2021-12-23,Avalanche: Shingle Mill,Uintas,Snowmobiler,3',100'
11,2021-12-22,Avalanche: Snake Creek,Provo,Skier,2',100'
12,2021-12-20,Avalanche: Grizzly Gulch,Salt Lake,Unknown,"12""",30'
13,2021-12-19,Avalanche: Lake Desolation,Salt Lake,Unknown,2',
14,2021-12-19,Avalanche: Lake Desolation,Salt Lake,Unknown,"18""",300'
15,2021-12-19,Avalanche: Murdock Peak,Salt Lake,Snowboarder,"16""",250'
16,2021-12-19,Avalanche: Hidden Canyon,Salt Lake,Unknown,3',600'
17,2021-12-19,Avalanche: Cascade Ridge,Provo,Unknown,"20""",300'
18,2021-12-18,Avalanche: Providence Peak,Logan,Natural,"18""",200'
19,2021-12-18,Avalanche: Cardiff Bowl,Salt Lake,Skier,8',700'
20,2021-12-18,Avalanche: Snake Creek,Salt Lake,Snowmobiler,2',175'
21,2021-12-18,Avalanche: Crystal Palace,Salt Lake,Unknown,2',150'
22,2021-12-18,Avalanche: Wedding Ring Ridge,Skyline,Natural,"18""",400'
23,2021-12-18,Avalanche: Days Draw,Salt Lake,Skier,2',70'
24,2021-12-18,Avalanche: West Willow,Salt Lake,Skier,"18""",150'
25,2021-12-18,Avalanche: Gobblers,Salt Lake,Unknown,2',100'
26,2021-12-18,Accident: Tri Chutes,Salt Lake,Skier,2',30'
27,2021-12-18,Avalanche: Tony Grove-Blind Hollow Saddle,Logan,Unknown,3',125'
28,2021-12-18,Accident: Upper Days,Salt Lake,Snowboarder,4',900'
29,2021-12-18,Avalanche: Moffit Basin,Uintas,Natural,3.5',400'
30,2021-12-18,Avalanche: Cardiff Bowl,Salt Lake,Skier,4',100'
31,2021-12-18,Avalanche: Double Hill,Uintas,Natural,3.5',125'
32,2021-12-18,Avalanche: Intermediate Ridge,Salt Lake,Natural,3',70'
33,2021-12-18,Avalanche: Spire,Salt Lake,Skier,2',50'
34,2021-12-18,Avalanche: Murdock Peak,Salt Lake,Natural,2',300'
35,2021-12-18,Avalanche: Scotts Bowl,Salt Lake,Snowboarder,5',600'
36,2021-12-18,Avalanche: Wolf Creek Bowl,Uintas,Natural,3',100'
37,2021-12-18,Avalanche: Roundy Basin,Uintas,Natural,3',150'
38,2021-12-18,Avalanche: Currant Creek,Uintas,Snowmobiler,"20""",150'
39,2021-12-18,Avalanche: Moffit Basin,Uintas,Natural,10',600'
40,2021-12-18,Avalanche: Bald Knoll,Uintas,Unknown,4',350'
41,2021-12-17,Avalanche: Sheep Shit Ridge,Salt Lake,Skier,3',"1,500'"
42,2021-12-17,Avalanche: Sheep Shit Ridge,Salt Lake,Skier,2.5',30'
43,2021-12-17,Avalanche: Cardiff Fork,Salt Lake,Skier,2.5',150'
44,2021-12-17,Avalanche: Wilson Fork,Salt Lake,Skier,"20""",100'
45,2021-12-17,Avalanche: Wilson Fork,Salt Lake,Skier,2.5',250'
46,2021-12-17,Avalanche: Central Bear River Range,Logan,Skier,"20""",50'
47,2021-12-17,Avalanche: Honeycomb,Salt Lake,Skier,4',150'
48,2021-12-17,Accident: Meadows,Salt Lake,Skier,"18""",100'
49,2021-12-16,Avalanche: Pink Pine,Salt Lake,Skier,"22""",125'
50,2021-12-16,Avalanche: Porter Fork,Salt Lake,Skier,2',150'
1,2021-12-15,Avalanche: Short Swing,Salt Lake,Unknown,2',50'
2,2021-12-15,Avalanche: Powder Park,Salt Lake,Unknown,"16""",30'
3,2021-12-15,Avalanche: Big Springs,Provo,Natural,"6""",5'
4,2021-12-15,Avalanche: Brighton Hill,Salt Lake,Snowboarder,"2""",50'
5,2021-12-15,Avalanche: Wills Hill,Salt Lake,Unknown,2.5',50'
6,2021-12-15,Avalanche: Lower Weber Drainage,Uintas,Skier,"18""",50'
7,2021-12-15,Avalanche: Tuscarora,Salt Lake,Natural,,
8,2021-12-15,Avalanche: Monitors,Salt Lake,Skier,3',"1,000'"
9,2021-12-15,Avalanche: Tony Grove Campground,Logan,Natural,"14""",30'
10,2021-12-15,Avalanche: Rocky Point,Salt Lake,Skier,2',60'
11,2021-12-15,Avalanche: Tony Grove Lake,Logan,Natural,"14""",100'
12,2021-12-15,Avalanche: Scotts Peak,Salt Lake,Skier,3',150'
13,2021-12-15,Avalanche: West Monitor,Salt Lake,Skier,3',60'
14,2021-12-15,Accident: Hidden Canyon,Salt Lake,Skier,2',250'
15,2021-12-15,Avalanche: Two Dogs,Salt Lake,Skier,2',50'
16,2021-12-15,Avalanche: Yellow Jacket,Salt Lake,Skier,3',500'
17,2021-12-14,Avalanche: West Desolation Ridge,Salt Lake,Unknown,,
18,2021-12-13,Avalanche: Grandfather Cornice,Logan,Natural,2',100'
19,2021-12-11,Avalanche: Murdock Peak,Salt Lake,,,
20,2021-12-11,Avalanche: Main Porter,Salt Lake,Skier,"18""",15'
21,2021-12-11,Avalanche: Lanes Leap,Salt Lake,Skier,"17""",150'
22,2021-12-11,Avalanche: Silver Fork Headwall,Salt Lake,Unknown,,
23,2021-12-11,Avalanche: Park City Ridgeline,Salt Lake,Skier,"20""",60'
24,2021-12-11,Avalanche: Wills Hill,Salt Lake,Unknown,,
25,2021-12-11,Avalanche: Cornice Ridge,Logan,Skier,"15""",20'
26,2021-12-11,Avalanche: Grizzly Gulch,Salt Lake,Snowboarder,"12""",70'
27,2021-12-10,Avalanche: Firewater,Salt Lake,Natural,2',100'
28,2021-12-10,Avalanche: Wilson Glade,Salt Lake,Natural,,
29,2021-12-10,Avalanche: Michigan City,Salt Lake,Skier,"14""",25'
30,2021-12-10,Avalanche: Main Porter,Salt Lake,Skier,"18""",50'
31,2021-12-10,Avalanche: Twin Lakes Pass,Salt Lake,Snowboarder,"14""",250'
32,2021-12-10,Avalanche: Logan,Logan,Unknown,"6""",50'
33,2021-12-10,Avalanche: Scotts Bowl,Salt Lake,Unknown,"18""",100'
34,2021-12-10,Avalanche: West Monitor,Salt Lake,Skier,"19""","1,000'"
35,2021-12-10,Avalanche: Georges Bowl,Salt Lake,Skier,2',250'
36,2021-12-10,Avalanche: Rocky Point,Salt Lake,Unknown,"8""",30'
37,2021-12-10,Avalanche: Scotts Bowl,Salt Lake,Skier,"18""",600'
38,2021-12-10,Avalanche: West Desolation Ridge,Salt Lake,Natural,,70'
39,2021-12-09,Avalanche: Twin Lakes Pass,Salt Lake,Natural,"4""",250'
40,2021-12-09,Avalanche: Patsy Marly,Salt Lake,Snowboarder,,25'
41,2021-12-09,Avalanche: Grizzly Gulch,Salt Lake,Skier,"12""",60'
42,2021-12-09,Avalanche: Patsey Trees,Salt Lake,Unknown,"10""",30'
43,2021-12-09,Avalanche: Twin Lakes Pass,Salt Lake,Natural,,
44,2021-12-09,Avalanche: Moab,Moab,Natural,2.5',175'
45,2021-12-09,Avalanche: Moab,Moab,Natural,2.5',150'
46,2021-12-09,Avalanche: Wedding Ring Ridge,Skyline,Natural,"15""",125'
47,2021-12-09,Avalanche: Moab,Moab,Natural,2.5',450'
48,2021-12-09,Avalanche: Moab,Moab,Natural,2.5',500'
49,2021-12-09,Avalanche: Moab,Moab,Natural,2.5',500'
50,2021-11-10,Avalanche: High Greeley,Salt Lake,Skier,"4""",25'
1,2021-10-25,Avalanche: Baldy,Salt Lake,Natural,,125'
2,2021-10-24,Avalanche: Baldy,Salt Lake,Skier,"6""",15'
3,2021-10-24,Avalanche: Baldy,Salt Lake,Unknown,,
4,2021-10-24,Avalanche: Reid's Saddle,Uintas,Hiker,"12""",100'
5,2021-10-24,Avalanche: Cardiac Ridge,Salt Lake,Natural,,
6,2021-10-23,Avalanche: Twin Lakes Pass,Salt Lake,Skier,"10""",20'
7,2021-10-15,Avalanche: Albion Basin,Salt Lake,Skier,"6""",20'
8,2021-05-24,Avalanche: Alta Periphery,Salt Lake,Skier,,30'
9,2021-05-01,Avalanche: Gods Lawnmower,Salt Lake,Unknown,,
10,2021-04-30,Avalanche: Baldy,Salt Lake,Unknown,"12""",50'
11,2021-04-28,Avalanche: Hogum,Salt Lake,Natural,,
12,2021-04-27,Avalanche: Superior,Salt Lake,Unknown,"8""",
13,2021-04-27,Avalanche: Snowbasin,Ogden,Skier,"6""",40'
14,2021-04-27,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,"12""",200'
15,2021-04-27,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,"8""",100'
16,2021-04-26,Avalanche: Silver Fork,Salt Lake,,"11""",70'
17,2021-04-26,Avalanche: Two Dogs,Salt Lake,Skier,"12""",100'
18,2021-04-26,Avalanche: Scotties Bowl,Salt Lake,Snowboarder,"8""",60'
19,2021-04-26,Avalanche: Days Fork,Salt Lake,Skier,"16""",80'
20,2021-04-26,Avalanche: Ogden,Ogden,,,
21,2021-04-26,Avalanche: Mt Ogden,Ogden,Unknown,,
22,2021-04-26,Avalanche: Two Dogs,Salt Lake,Skier,"12""",50'
23,2021-04-18,Avalanche: Rock & Roll,Salt Lake,Skier,"12""",25'
24,2021-04-17,Avalanche: Timpanogos,Provo,Skier,"12""",30'
25,2021-04-17,Avalanche: Mineral Fork,Salt Lake,Skier,"6""",150'
26,2021-04-17,Avalanche: Maybird Gulch,Salt Lake,Skier,"12""",60'
27,2021-04-17,Avalanche: Box Elder,Provo,Skier,"16""",
28,2021-04-17,Avalanche: Mongo no,Salt Lake,Skier,,40'
29,2021-04-17,Avalanche: Cascade Ridge,Provo,Snowboarder,"12""",30'
30,2021-04-17,Avalanche: Superior,Salt Lake,Snowboarder,"10""",250'
31,2021-04-16,Avalanche: Y Coulior,Salt Lake,Unknown,,25'
32,2021-04-16,Avalanche: Mineral Fork,Salt Lake,Skier,"12""",30'
33,2021-04-15,Avalanche: East Bowl,Salt Lake,Skier,"20""",60'
34,2021-04-15,Avalanche: West Porter,Salt Lake,Skier,"12""",40'
35,2021-04-14,Avalanche: Thousand Turns Gulley,Salt Lake,Natural,"6""",200'
36,2021-04-14,Avalanche: Days Draw,Salt Lake,Natural,"18""",200'
37,2021-04-14,Avalanche: Two Dogs,Salt Lake,Skier,"16""",50'
38,2021-04-14,Avalanche: Pink Pine,Salt Lake,Skier,"11""",20'
39,2021-04-14,Avalanche: Scotties Bowl,Salt Lake,Skier,"12""",80'
40,2021-04-14,Avalanche: 10420,Salt Lake,Natural,"12""",40'
41,2021-04-14,Avalanche: Grizzly Gulch,Salt Lake,Unknown,"12""",200'
42,2021-04-14,Avalanche: Grizzly Gulch,Salt Lake,Unknown,"12""",100'
43,2021-04-14,Avalanche: Hells Canyon,Ogden,Snowboarder,"12""",
44,2021-04-14,Avalanche: Guardsman Pass area,Salt Lake,Skier,"18""",150'
45,2021-04-10,Avalanche: Hogum,Salt Lake,Natural,6',150'
46,2021-04-09,Avalanche: Diving Board,Salt Lake,Natural,,200'
47,2021-04-08,Avalanche: Diving Board,Salt Lake,Natural,5',100'
48,2021-04-07,Avalanche: Red Pine Gulch,Salt Lake,Natural,,
49,2021-04-07,Avalanche: Blue Ice,Salt Lake,Natural,10',300'
50,2021-04-07,Avalanche: Red Top,Salt Lake,Natural,,
1,2021-04-06,Avalanche: Reynolds East Face,Salt Lake,Skier,"12""",60'
2,2021-04-06,Avalanche: Figure 8 Hill,Salt Lake,Unknown,"8""",15'
3,2021-04-06,Avalanche: Tri Chutes,Salt Lake,Natural,2',150'
4,2021-04-04,Avalanche: Lone Peak,Salt Lake,Natural,,
5,2021-04-04,Avalanche: Moab,Moab,Unknown,4',300'
6,2021-04-04,Avalanche: Drop In-Drop Out,Logan,Natural,,90'
7,2021-04-04,Avalanche: Timpanogos,Provo,Natural,"18""",
8,2021-04-02,Avalanche: Mill B South,Salt Lake,Unknown,,15'
9,2021-04-02,Avalanche: Timpanogos,Provo,Natural,"6""",20'
10,2021-04-01,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,"12""",200'
11,2021-03-31,Avalanche: Mt Raymond,Salt Lake,Skier,"6""",25'
12,2021-03-31,Avalanche: West Monitor,Salt Lake,Natural,"6""",40'
13,2021-03-30,Avalanche: Silver Fork,Salt Lake,Natural,"12""",50'
14,2021-03-29,Avalanche: Cardiff Pass,Salt Lake,Natural,,200'
15,2021-03-29,Avalanche: Ogden Mountains,Ogden,Natural,,
16,2021-03-28,Avalanche: Chute Camp Site,Skyline,Natural,"18""",200'
17,2021-03-28,Avalanche: Flagstaff Gully,Salt Lake,Snowboarder,,35'
18,2021-03-28,Avalanche: Maybird Gulch,Salt Lake,,"12""",35'
19,2021-03-28,Avalanche: Room of Doom,Salt Lake,Natural,"3""",25'
20,2021-03-28,Avalanche: Mill B South,Salt Lake,Natural,,
21,2021-03-27,Avalanche: Elk Point,Provo,Unknown,"6""",200'
22,2021-03-27,Avalanche: Tanners Gulch,Salt Lake,Natural,,
23,2021-03-27,Avalanche: Monitors,Salt Lake,Skier,"4""",50'
24,2021-03-27,Avalanche: Salt Lake Twins,Salt Lake,Skier,"8""",30'
25,2021-03-27,Avalanche: Folly,Logan,Skier,,100'
26,2021-03-27,Avalanche: Ant Knolls,Salt Lake,Snowmobiler,,
27,2021-03-26,Avalanche: Y Coulior,Salt Lake,Natural,,20'
28,2021-03-26,Avalanche: Central Bear River Range,Logan,Snowboarder,"16""",50'
29,2021-03-24,Avalanche: Dry Creek,Provo,Skier,"6""",10'
30,2021-03-24,Avalanche: Timpanogos,Provo,Natural,"12""",400'
31,2021-03-23,Avalanche: Wood Camp,Logan,Skier,"6""",
32,2021-03-22,Avalanche: Ant Knolls,Provo,Unknown,,50'
33,2021-03-22,Avalanche: White Pine,Salt Lake,Skier,,
34,2021-03-22,Avalanche: Memorials,Salt Lake,Natural,"12""",5'
35,2021-03-22,Avalanche: Mt. Magog,Logan,Unknown,"4""",25'
36,2021-03-21,Avalanche: Emma Ridges,Salt Lake,Unknown,,100'
37,2021-03-21,Avalanche: Porter Fork,Salt Lake,Natural,"6""",40'
38,2021-03-21,Avalanche: Dark Ebony,Salt Lake,Skier,"8""",100'
39,2021-03-21,Avalanche: Reynolds Pk,Salt Lake,Unknown,"8""",40'
40,2021-03-21,Avalanche: Gold Hill,Uintas,Snowmobiler,"2""",25'
41,2021-03-20,Avalanche: Park City Ridgeline,Salt Lake,Skier,"8""",15'
42,2021-03-20,Avalanche: Honeycomb,Salt Lake,Snowboarder,"8""",30'
43,2021-03-18,Avalanche: Coalpit,Salt Lake,Snowboarder,"4""",30'
44,2021-03-18,Avalanche: Toledo Bowl,Salt Lake,Unknown,,30'
45,2021-03-16,Avalanche: Upper Weber Canyon,Uintas,Skier,"7""",40'
46,2021-03-16,Avalanche: West Monitor,Salt Lake,Natural,,
47,2021-03-15,Avalanche: Claytons,Salt Lake,Snowboarder,"15""",30'
48,2021-03-14,Avalanche: Jaws,Salt Lake,Skier,"18""",30'
49,2021-03-14,Avalanche: Pfeifferhorn,Salt Lake,Skier,"6""",
50,2021-03-14,Avalanche: Emma Ridges,Salt Lake,Skier,"4""",30'
1,2021-03-14,Avalanche: Benson and Hedges,Salt Lake,Skier,"8""",10'
2,2021-03-14,Avalanche: Toledo Bowl,Salt Lake,Skier,"7""",100'
3,2021-03-14,Avalanche: Big West,Salt Lake,Skier,2.5',25'
4,2021-03-14,Avalanche: Emma Ridges,Salt Lake,Skier,"10""",10'
5,2021-03-14,Avalanche: Moab,Moab,Natural,3',450'
6,2021-03-14,Avalanche: Red Baldy,Salt Lake,Unknown,,
7,2021-03-14,Avalanche: Moab,Moab,Natural,4',350'
8,2021-03-14,Avalanche: Hoyt's Peak,Uintas,Natural,"13""",700'
9,2021-03-14,Avalanche: Moab,Moab,Natural,"10""",150'
10,2021-03-14,Avalanche: Lake Peak,Salt Lake,Skier,"8""",40'
11,2021-03-14,Avalanche: Gold Basin,Moab,Natural,,350'
12,2021-03-14,Avalanche: Icefall,Salt Lake,Skier,"5""",15'
13,2021-03-14,Avalanche: Noriega Face,Moab,Natural,4',400'
14,2021-03-14,Avalanche: Stairs Gulch,Salt Lake,Natural,,
15,2021-03-14,Avalanche: Jaws,Salt Lake,Skier,"18""",30'
16,2021-03-14,Avalanche: Pfeifferhorn,Salt Lake,Skier,"6""",
17,2021-03-14,Avalanche: Emma Ridges,Salt Lake,Skier,"4""",30'
18,2021-03-14,Avalanche: Mid Ivory,Salt Lake,Skier,,
19,2021-03-14,Avalanche: Mt Holly,Southwest,Natural,"18""",100'
20,2021-03-14,Avalanche: East Bowl,Salt Lake,Snowboarder,"6""",5'
21,2021-03-13,Avalanche: Mount Mellenthin,Moab,Natural,4',150'
22,2021-03-12,Avalanche: Emma Ridges,Salt Lake,Skier,"6""",35'
23,2021-03-11,Avalanche: Aspen Grove,Provo,Natural,,10'
24,2021-03-11,Avalanche: Brighton Perimeter,Salt Lake,Skier,"8""",30'
25,2021-03-08,Avalanche: Forks of the Huntington,Skyline,Natural,"10""",50'
26,2021-03-07,Avalanche: Catchers Mit,Salt Lake,Natural,,
27,2021-03-07,Avalanche: Hoyt's Peak,Uintas,Snowmobiler,4',400'
28,2021-03-06,Avalanche: Little Cottonwood Canyon,Salt Lake,Unknown,,
29,2021-03-05,Avalanche: Brian Head Ski Resort,Southwest,Skier,"8""",20'
30,2021-03-05,Avalanche: Broads Fork,Salt Lake,Natural,2',60'
31,2021-03-04,Avalanche: Snowbasin Backcountry,Ogden,Natural,,
32,2021-03-04,Avalanche: Y-Not Couloir,Salt Lake,Natural,,
33,2021-03-03,Avalanche: Grizzly Gulch,Salt Lake,Natural,,
34,2021-03-02,Avalanche: Primrose Cirque,Provo,Natural,"12""",40'
35,2021-03-02,Avalanche: Foothills,Salt Lake,Natural,,
36,2021-03-02,Avalanche: Broads Fork,Salt Lake,Natural,,100'
37,2021-03-01,Avalanche: Aspen Grove,Provo,,,
38,2021-03-01,Avalanche: Logan,Logan,Natural,,
39,2021-02-28,Avalanche: Elk Valley,Logan,Snowmobiler,2',80'
40,2021-02-28,Avalanche: Logan Dry Canyon,Logan,Natural,4',"1,000'"
41,2021-02-28,Avalanche: Wolverine,Salt Lake,Skier,"12""",100'
42,2021-02-28,Avalanche: Bear Trap,Salt Lake,Natural,"10""",30'
43,2021-02-28,Avalanche: Pinecone Ridge,Salt Lake,Snowboarder,"10""",100'
44,2021-02-28,Avalanche: Patsy Marly,Salt Lake,Skier,"18""",35'
45,2021-02-28,Avalanche: Mineral Fork,Salt Lake,Skier,"10""",40'
